"Year","BBL","zip","count"
"2014",2026100065,10456,1
"2014",2026120027,10456,1
"2014",2026120058,10456,1
"2014",2026130026,10456,1
"2014",2026140041,10456,1
"2014",2026140072,10456,1
"2014",2026150008,10456,3
"2014",2026150105,10456,2
"2014",2026187501,10456,2
"2014",2026200027,10456,1
"2014",2026210001,10456,1
"2014",2026230135,10455,1
"2014",2026230151,10455,2
"2014",2026230180,10455,1
"2014",2026230205,10455,1
"2014",2026240075,10455,1
"2014",2026240077,10455,1
"2014",2026270051,10456,1
"2014",2026270058,10456,1
"2014",2026300046,10456,2
"2014",2026330045,10456,1
"2014",2026360036,10456,1
"2014",2026360037,10456,1
"2014",2026430016,10455,1
"2014",2026460036,10456,1
"2014",2026460039,10455,4
"2014",2026460134,10456,2
"2014",2026510048,10456,1
"2014",2026530069,10455,3
"2014",2026530181,10455,1
"2014",2026570024,10456,1
"2014",2026620034,10456,1
"2014",2026620041,10456,1
"2014",2026630031,10456,1
"2014",2026640061,10455,1
"2014",2026680028,10456,1
"2014",2026680030,10456,5
"2014",2026680033,10459,1
"2014",2026740027,10455,2
"2014",2026740034,10455,2
"2014",2026750013,10455,1
"2014",2026750017,10455,1
"2014",2026750040,10455,1
"2014",2026750051,10455,1
"2014",2026750061,10455,1
"2014",2026760049,10455,1
"2014",2026770070,10459,7
"2014",2026770074,10459,10
"2014",2026780001,10459,1
"2014",2026810008,10459,1
"2014",2026810026,10459,1
"2014",2026810030,10459,6
"2014",2026820008,10459,1
"2014",2026820010,10459,1
"2014",2026820028,10459,1
"2014",2026830039,10455,1
"2014",2026830055,10455,1
"2014",2026830094,10455,1
"2014",2026830100,10455,1
"2014",2026830262,10455,1
"2014",2026860014,10455,1
"2014",2026870022,10455,1
"2014",2026880054,10459,1
"2014",2026880077,10455,1
"2014",2026890011,10459,1
"2014",2026900128,10459,3
"2014",2026910044,10459,3
"2014",2026960005,10459,1
"2014",2026960075,10459,1
"2014",2026970010,10459,2
"2014",2026980084,10459,1
"2014",2026990030,10459,1
"2014",2027030050,10459,1
"2014",2027040012,10459,1
"2014",2027040016,10459,1
"2014",2027070026,10455,1
"2014",2027080040,10455,3
"2014",2027180017,10459,2
"2014",2027180035,10459,1
"2014",2027190078,10459,1
"2014",2027200001,10455,2
"2014",2027200050,10455,1
"2014",2027200069,10455,2
"2014",2027200088,10455,1
"2014",2027210020,10459,2
"2014",2027230001,10459,1
"2014",2027240001,10459,3
"2014",2027240005,10459,1
"2014",2027320047,10459,1
"2014",2027320051,10459,1
"2014",2027330022,10459,1
"2014",2027350005,10459,3
"2014",2027350039,10459,2
"2014",2027350040,10459,2
"2014",2027400052,10474,1
"2014",2027400055,10474,1
"2014",2027400069,10474,1
"2014",2027400071,10474,1
"2014",2027400073,10474,1
"2014",2027427501,10459,4
"2014",2027430055,10459,1
"2014",2027440011,10459,1
"2014",2027440034,10459,1
"2014",2027440035,10459,1
"2014",2027440042,10459,1
"2014",2027450004,10459,1
"2014",2027500022,10459,5
"2014",2027510022,10459,1
"2014",2027510040,10459,2
"2014",2027520018,10459,2
"2014",2027520033,10459,1
"2014",2027540048,10459,5
"2014",2027540061,10459,6
"2014",2027540064,10459,1
"2014",2027540068,10459,1
"2014",2027560048,10459,3
"2014",2027570028,10459,3
"2014",2027570080,10459,1
"2014",2027580010,10459,1
"2014",2027580029,10459,1
"2014",2027610003,10474,1
"2014",2027610073,10474,1
"2014",2027620025,10474,1
"2014",2027620040,10474,1
"2014",2027620059,10474,1
"2014",2027620097,10474,1
"2014",2027620110,10474,2
"2014",2027620112,10474,1
"2014",2027620113,10474,1
"2014",2027620148,10474,1
"2014",2027620153,10474,1
"2014",2027620181,10474,1
"2014",2027630150,10474,1
"2014",2027630190,10474,1
"2014",2027630275,10474,1
"2014",2027660001,10474,1
"2014",2027660015,10474,2
"2014",2027660029,10474,1
"2014",2027680298,10474,1
"2014",2027680379,10474,1
"2014",2027820068,10456,1
"2014",2027820104,10456,1
"2014",2027820108,10456,1
"2014",2027820109,10456,2
"2014",2027820113,10456,1
"2014",2027820144,10456,1
"2014",2027820145,10456,3
"2014",2027830035,10456,1
"2014",2027830047,10456,1
"2014",2027830097,10456,1
"2014",2027840010,10457,3
"2014",2027850063,10456,2
"2014",2027850067,10456,1
"2014",2027870001,10457,1
"2014",2027900057,10457,2
"2014",2027910039,10457,2
"2014",2027910040,10457,1
"2014",2027910049,10457,4
"2014",2027910054,10457,4
"2014",2027920014,10457,1
"2014",2027940049,10457,3
"2014",2027950038,10457,1
"2014",2027950042,10457,2
"2014",2027980013,10457,1
"2014",2027980040,10457,1
"2014",2027980048,10457,1
"2014",2027990014,10457,2
"2014",2027990016,10457,1
"2014",2027990019,10457,1
"2014",2027990020,10457,1
"2014",2027990025,10457,1
"2014",2028000042,10457,1
"2014",2028000064,10457,1
"2014",2028020044,10457,5
"2014",2028020068,10457,1
"2014",2028040025,10457,1
"2014",2028050031,10453,1
"2014",2028050041,10453,2
"2014",2028060001,10453,2
"2014",2028070032,10453,2
"2014",2028070052,10453,1
"2014",2028080012,10453,3
"2014",2028080062,10453,2
"2014",2028090001,10457,1
"2014",2028090005,10457,1
"2014",2028090039,10457,1
"2014",2028100001,10457,5
"2014",2028110003,10457,1
"2014",2028110024,10457,4
"2014",2028140029,10457,1
"2014",2028140065,10457,1
"2014",2028190001,10457,1
"2014",2028190012,10457,1
"2014",2028190051,10457,2
"2014",2028200016,10457,2
"2014",2028200063,10457,1
"2014",2028210068,10457,5
"2014",2028240015,10457,1
"2014",2028250010,10457,1
"2014",2028260006,10453,1
"2014",2028260032,10453,1
"2014",2028260076,10453,1
"2014",2028260082,10453,1
"2014",2028260102,10457,1
"2014",2028280005,10453,2
"2014",2028280011,10453,1
"2014",2028290001,10453,1
"2014",2028300005,10456,2
"2014",2028300025,10456,2
"2014",2028310001,10456,1
"2014",2028310005,10456,1
"2014",2028310013,10456,4
"2014",2028310044,10456,4
"2014",2028320004,10456,1
"2014",2028320008,10456,2
"2014",2028320015,10456,1
"2014",2028320030,10457,1
"2014",2028320040,10457,3
"2014",2028320050,10457,3
"2014",2028320060,10457,2
"2014",2028330026,10452,1
"2014",2028330028,10452,1
"2014",2028330030,10452,1
"2014",2028360012,10452,9
"2014",2028380012,10452,1
"2014",2028390018,10452,2
"2014",2028390053,10452,1
"2014",2028390057,10452,2
"2014",2028390075,10452,2
"2014",2028400008,10452,1
"2014",2028400038,10452,1
"2014",2028400047,10452,1
"2014",2028400049,10452,2
"2014",2028410063,10452,1
"2014",2028410070,10452,1
"2014",2028430065,10452,1
"2014",2028430093,10452,1
"2014",2028440043,10452,1
"2014",2028460021,10452,1
"2014",2028460037,10452,1
"2014",2028460041,10452,2
"2014",2028460074,10452,3
"2014",2028470022,10452,2
"2014",2028470069,10452,1
"2014",2028490076,10453,1
"2014",2028490085,10453,1
"2014",2028500047,10453,1
"2014",2028520014,10453,1
"2014",2028520027,10453,1
"2014",2028520030,10453,2
"2014",2028540021,10453,1
"2014",2028560049,10452,1
"2014",2028570028,10452,2
"2014",2028610019,10453,1
"2014",2028610067,10453,1
"2014",2028610135,10453,1
"2014",2028630014,10453,2
"2014",2028650110,10452,4
"2014",2028650134,10452,1
"2014",2028660009,10453,1
"2014",2028660020,10453,1
"2014",2028660208,10453,1
"2014",2028670030,10453,1
"2014",2028670103,10453,4
"2014",2028670139,10453,1
"2014",2028680047,10453,1
"2014",2028680049,10453,1
"2014",2028680123,10453,1
"2014",2028690005,10453,1
"2014",2028700011,10453,2
"2014",2028700016,10453,3
"2014",2028700045,10453,1
"2014",2028720120,10452,1
"2014",2028720123,10452,3
"2014",2028720189,10452,1
"2014",2028720207,10452,2
"2014",2028720216,10452,1
"2014",2028720365,10452,4
"2014",2028740014,10452,1
"2014",2028740098,10452,1
"2014",2028760003,10453,1
"2014",2028760014,10453,5
"2014",2028760078,10453,1
"2014",2028760106,10453,1
"2014",2028760219,10453,1
"2014",2028770166,10453,2
"2014",2028770216,10453,1
"2014",2028770250,10453,2
"2014",2028770290,10453,1
"2014",2028770404,10453,1
"2014",2028770413,10453,1
"2014",2028770424,10453,3
"2014",2028770444,10453,1
"2014",2028770457,10453,2
"2014",2028780015,10453,1
"2014",2028780156,10453,1
"2014",2028780178,10453,6
"2014",2028790045,10453,1
"2014",2028790075,10453,2
"2014",2028790113,10453,2
"2014",2028790123,10453,1
"2014",2028790192,10453,1
"2014",2028790265,10453,2
"2014",2028790285,10453,1
"2014",2028800017,10453,1
"2014",2028800115,10453,1
"2014",2028800135,10453,3
"2014",2028800176,10453,4
"2014",2028810075,10453,1
"2014",2028820229,10453,2
"2014",2028870010,10456,1
"2014",2028870088,10456,1
"2014",2028870196,10456,3
"2014",2028879100,10456,1
"2014",2028880028,10457,1
"2014",2028890005,10457,2
"2014",2028890008,10457,1
"2014",2028910039,10457,1
"2014",2028910073,10457,1
"2014",2028970127,10457,1
"2014",2029040039,10457,1
"2014",2029080015,10457,1
"2014",2029130043,10457,1
"2014",2029170017,10457,1
"2014",2029250080,10456,1
"2014",2029280014,10457,1
"2014",2029310013,10456,1
"2014",2029310015,10456,1
"2014",2029320004,10456,4
"2014",2029340036,10456,1
"2014",2029350001,10456,2
"2014",2029350047,10456,1
"2014",2029360001,10456,1
"2014",2029370032,10456,2
"2014",2029370062,10456,1
"2014",2029370135,10456,1
"2014",2029380007,10460,1
"2014",2029520009,10460,1
"2014",2029520014,10460,1
"2014",2029520031,10460,1
"2014",2029560005,10457,1
"2014",2029560047,10460,1
"2014",2029570001,10460,1
"2014",2029580039,10460,3
"2014",2029580057,10460,1
"2014",2029600039,10460,1
"2014",2029610004,10456,1
"2014",2029610013,10456,1
"2014",2029620017,10456,1
"2014",2029620030,10459,1
"2014",2029620042,10459,2
"2014",2029630005,10459,3
"2014",2029630006,10459,1
"2014",2029630147,10459,1
"2014",2029650051,10460,1
"2014",2029680035,10459,4
"2014",2029680053,10459,1
"2014",2029680102,10459,1
"2014",2029700043,10459,1
"2014",2029700069,10459,1
"2014",2029720027,10459,1
"2014",2029770091,10460,1
"2014",2029770139,10460,1
"2014",2029770146,10460,1
"2014",2029790002,10459,1
"2014",2029807501,10459,3
"2014",2029820027,10460,1
"2014",2029830011,10460,1
"2014",2029850013,10460,1
"2014",2029880018,10460,1
"2014",2029900022,10460,4
"2014",2029900043,10460,1
"2014",2029910030,10460,1
"2014",2029920162,10460,1
"2014",2029930046,10459,1
"2014",2029940042,10459,10
"2014",2029950038,10460,1
"2014",2029960048,10460,1
"2014",2029980166,10460,1
"2014",2030010042,10460,1
"2014",2030020025,10460,3
"2014",2030060084,10459,4
"2014",2030100012,10460,1
"2014",2030170065,10459,3
"2014",2030220001,10458,5
"2014",2030220021,10458,7
"2014",2030220058,10458,2
"2014",2030220073,10458,5
"2014",2030230012,10458,2
"2014",2030230058,10458,1
"2014",2030240008,10458,1
"2014",2030240080,10458,1
"2014",2030260055,10458,1
"2014",2030260059,10458,2
"2014",2030270010,10457,1
"2014",2030270012,10457,1
"2014",2030270014,10457,1
"2014",2030280027,10457,1
"2014",2030290029,10457,1
"2014",2030300136,10457,1
"2014",2030310007,10458,1
"2014",2030310048,10458,1
"2014",2030310069,10458,3
"2014",2030320004,10458,2
"2014",2030340137,10457,1
"2014",2030360037,10457,1
"2014",2030360051,10457,4
"2014",2030370057,10457,1
"2014",2030370060,10457,1
"2014",2030370077,10457,1
"2014",2030380029,10457,1
"2014",2030390033,10458,1
"2014",2030390062,10458,1
"2014",2030400010,10458,1
"2014",2030430001,10457,1
"2014",2030430030,10457,1
"2014",2030440035,10457,1
"2014",2030440040,10457,1
"2014",2030480002,10457,1
"2014",2030480023,10457,1
"2014",2030480030,10457,1
"2014",2030480050,10457,1
"2014",2030480052,10457,1
"2014",2030500004,10457,1
"2014",2030500086,10457,1
"2014",2030500091,10457,1
"2014",2030520018,10458,1
"2014",2030530064,10458,1
"2014",2030540012,10458,1
"2014",2030540025,10458,1
"2014",2030560054,10458,1
"2014",2030580070,10458,1
"2014",2030600038,10457,1
"2014",2030610036,10457,5
"2014",2030620015,10457,1
"2014",2030650041,10458,1
"2014",2030660022,10458,1
"2014",2030680081,10457,3
"2014",2030680093,10457,1
"2014",2030680125,10457,1
"2014",2030690078,10457,3
"2014",2030700005,10457,1
"2014",2030710045,10457,1
"2014",2030730036,10458,3
"2014",2030760011,10458,1
"2014",2030770047,10458,6
"2014",2030770053,10458,1
"2014",2030780064,10458,1
"2014",2030780066,10458,1
"2014",2030780068,10458,2
"2014",2030790074,10457,2
"2014",2030790115,10457,1
"2014",2030800070,10457,3
"2014",2030830034,10457,2
"2014",2030830037,10457,1
"2014",2030830045,10457,1
"2014",2030870033,10458,1
"2014",2030880043,10458,1
"2014",2030890011,10458,1
"2014",2030890068,10458,1
"2014",2030900015,10458,1
"2014",2030900025,10458,1
"2014",2030900026,10458,1
"2014",2030900041,10458,1
"2014",2030900049,10458,1
"2014",2030910003,10458,1
"2014",2030910035,10458,1
"2014",2030950013,10457,1
"2014",2030980022,10457,1
"2014",2030990008,10457,3
"2014",2030990124,10457,3
"2014",2030990125,10457,1
"2014",2031000001,10460,1
"2014",2031020009,10458,1
"2014",2031020027,10458,1
"2014",2031030001,10458,1
"2014",2031030026,10458,1
"2014",2031030065,10458,1
"2014",2031040045,10458,2
"2014",2031050001,10458,1
"2014",2031050020,10458,2
"2014",2031050061,10458,1
"2014",2031050063,10458,1
"2014",2031060120,10460,1
"2014",2031070029,10460,3
"2014",2031070036,10460,1
"2014",2031080004,10460,1
"2014",2031100088,10460,5
"2014",2031130001,10460,2
"2014",2031130003,10460,1
"2014",2031130004,10460,1
"2014",2031130009,10460,1
"2014",2031140072,10460,1
"2014",2031140073,10460,1
"2014",2031140075,10460,1
"2014",2031140077,10460,3
"2014",2031150017,10458,2
"2014",2031180049,10460,1
"2014",2031190060,10460,4
"2014",2031220008,10460,7
"2014",2031220031,10460,2
"2014",2031220067,10460,1
"2014",2031230077,10460,1
"2014",2031240001,10460,1
"2014",2031240039,10460,1
"2014",2031240042,10460,1
"2014",2031240043,10460,1
"2014",2031240066,10460,3
"2014",2031290018,10460,8
"2014",2031290021,10460,3
"2014",2031300020,10460,1
"2014",2031320001,10460,1
"2014",2031330009,10460,1
"2014",2031340007,10460,3
"2014",2031340009,10460,1
"2014",2031340014,10460,6
"2014",2031340033,10460,3
"2014",2031380001,10460,3
"2014",2031390001,10460,2
"2014",2031400007,10460,1
"2014",2031420001,10457,1
"2014",2031420030,10457,1
"2014",2031420058,10457,1
"2014",2031420094,10457,1
"2014",2031430018,10457,3
"2014",2031430036,10457,2
"2014",2031430122,10457,1
"2014",2031430150,10457,1
"2014",2031430251,10458,3
"2014",2031430271,10458,1
"2014",2031450008,10457,1
"2014",2031450019,10458,1
"2014",2031450022,10458,2
"2014",2031450026,10457,1
"2014",2031450028,10457,3
"2014",2031450031,10457,2
"2014",2031450032,10457,2
"2014",2031460063,10458,1
"2014",2031470008,10458,1
"2014",2031470070,10458,1
"2014",2031480036,10458,1
"2014",2031490074,10457,2
"2014",2031490084,10457,2
"2014",2031490118,10457,1
"2014",2031490121,10457,1
"2014",2031490147,10457,1
"2014",2031510014,10458,1
"2014",2031510026,10458,1
"2014",2031520029,10458,1
"2014",2031540074,10458,1
"2014",2031560027,10457,2
"2014",2031560150,10457,1
"2014",2031560155,10457,4
"2014",2031570020,10457,2
"2014",2031570039,10457,1
"2014",2031570064,10457,2
"2014",2031580001,10457,1
"2014",2031580011,10457,1
"2014",2031580041,10457,1
"2014",2031590001,10458,1
"2014",2031610018,10453,1
"2014",2031620017,10453,1
"2014",2031630021,10453,3
"2014",2031630030,10453,3
"2014",2031640019,10468,2
"2014",2031640023,10468,1
"2014",2031680011,10468,1
"2014",2031690009,10453,6
"2014",2031690043,10453,1
"2014",2031690045,10453,1
"2014",2031710027,10453,1
"2014",2031720011,10468,1
"2014",2031720016,10468,6
"2014",2031720073,10468,1
"2014",2031730020,10468,1
"2014",2031730054,10468,1
"2014",2031740018,10468,1
"2014",2031750015,10468,1
"2014",2031770031,10468,2
"2014",2031780011,10453,1
"2014",2031780045,10453,1
"2014",2031790041,10453,1
"2014",2031820040,10453,2
"2014",2031820050,10453,1
"2014",2031840036,10468,1
"2014",2031850013,10453,1
"2014",2031860027,10453,1
"2014",2031870040,10468,1
"2014",2031880004,10468,4
"2014",2031880084,10468,1
"2014",2031910048,10468,3
"2014",2031920032,10453,2
"2014",2031930001,10453,1
"2014",2031930021,10453,1
"2014",2031930030,10453,1
"2014",2031930033,10453,1
"2014",2031960001,10453,4
"2014",2031960093,10453,2
"2014",2031970009,10468,1
"2014",2031980055,10468,6
"2014",2031990038,10468,4
"2014",2031990044,10468,1
"2014",2031990053,10468,1
"2014",2032000011,10468,2
"2014",2032010030,10468,2
"2014",2032020053,10468,1
"2014",2032020055,10468,1
"2014",2032040046,10468,2
"2014",2032120063,10468,1
"2014",2032130001,10468,2
"2014",2032130018,10468,1
"2014",2032130033,10468,1
"2014",2032150001,10468,1
"2014",2032150014,10468,3
"2014",2032150042,10468,1
"2014",2032150046,10468,1
"2014",2032160026,10453,5
"2014",2032190232,10468,2
"2014",2032200096,10468,3
"2014",2032200102,10468,1
"2014",2032200110,10468,2
"2014",2032210013,10453,1
"2014",2032250089,10468,1
"2014",2032250118,10468,1
"2014",2032250148,10468,2
"2014",2032280021,10453,1
"2014",2032370067,10463,1
"2014",2032370107,10468,1
"2014",2032370140,10468,1
"2014",2032370163,10468,1
"2014",2032390029,10463,1
"2014",2032460056,10463,1
"2014",2032480033,10468,1
"2014",2032480057,10468,1
"2014",2032480150,10468,1
"2014",2032480158,10468,3
"2014",2032480173,10468,1
"2014",2032490035,10468,1
"2014",2032490046,10468,1
"2014",2032490146,10468,2
"2014",2032490163,10468,1
"2014",2032490178,10468,1
"2014",2032490179,10468,1
"2014",2032490186,10468,3
"2014",2032490214,10468,6
"2014",2032500001,10468,1
"2014",2032500005,10468,2
"2014",2032500063,10468,2
"2014",2032500065,10468,1
"2014",2032500071,10468,3
"2014",2032500102,10468,4
"2014",2032510490,10468,3
"2014",2032520310,10463,2
"2014",2032530040,10463,1
"2014",2032530099,10468,1
"2014",2032540005,10463,1
"2014",2032540044,10463,1
"2014",2032540077,10463,3
"2014",2032560060,10463,1
"2014",2032560099,10463,2
"2014",2032560150,10463,1
"2014",2032560190,10463,4
"2014",2032600020,10463,1
"2014",2032610086,10463,1
"2014",2032630085,10463,2
"2014",2032630098,10463,1
"2014",2032630135,10463,1
"2014",2032630145,10463,5
"2014",2032710079,10463,1
"2014",2032710185,10463,3
"2014",2032710227,10463,3
"2014",2032730114,10458,1
"2014",2032730256,10458,1
"2014",2032750046,10458,1
"2014",2032760005,10458,2
"2014",2032770014,10458,1
"2014",2032780018,10458,4
"2014",2032780028,10458,2
"2014",2032800007,10458,1
"2014",2032810023,10458,1
"2014",2032810068,10458,1
"2014",2032810077,10458,2
"2014",2032820019,10458,3
"2014",2032820029,10458,1
"2014",2032830097,10458,1
"2014",2032840016,10458,1
"2014",2032840034,10458,2
"2014",2032840040,10458,1
"2014",2032870031,10458,1
"2014",2032870043,10458,1
"2014",2032870066,10458,1
"2014",2032870081,10458,1
"2014",2032880010,10458,2
"2014",2032930018,10458,12
"2014",2032930121,10458,1
"2014",2032940059,10458,1
"2014",2032960007,10458,1
"2014",2032960076,10458,1
"2014",2032980001,10458,1
"2014",2032980005,10458,1
"2014",2033000021,10458,1
"2014",2033010004,10458,2
"2014",2033010037,10458,1
"2014",2033030010,10458,1
"2014",2033040098,10458,1
"2014",2033040137,10458,1
"2014",2033040174,10458,1
"2014",2033050021,10458,2
"2014",2033050055,10458,1
"2014",2033060031,10458,2
"2014",2033080062,10458,1
"2014",2033100081,10468,4
"2014",2033120011,10458,1
"2014",2033120027,10458,1
"2014",2033130040,10458,14
"2014",2033140051,10468,2
"2014",2033150023,10468,1
"2014",2033150028,10468,1
"2014",2033150030,10468,2
"2014",2033160050,10468,1
"2014",2033160057,10468,5
"2014",2033180003,10468,1
"2014",2033180098,10468,2
"2014",2033180110,10468,3
"2014",2033180114,10468,1
"2014",2033190008,10468,5
"2014",2033190029,10468,1
"2014",2033190040,10468,1
"2014",2033190083,10468,2
"2014",2033200025,10468,2
"2014",2033200031,10468,2
"2014",2033220047,10468,1
"2014",2033230001,10458,1
"2014",2033230022,10468,4
"2014",2033240023,10467,1
"2014",2033240025,10467,1
"2014",2033240051,10467,1
"2014",2033240055,10467,1
"2014",2033270089,10467,1
"2014",2033280050,10467,1
"2014",2033280125,10467,5
"2014",2033290010,10467,7
"2014",2033290058,10467,1
"2014",2033290060,10467,1
"2014",2033300060,10467,1
"2014",2033310082,10467,1
"2014",2033320068,10467,1
"2014",2033350060,10467,2
"2014",2033350110,10467,1
"2014",2033350128,10467,2
"2014",2033410056,10467,1
"2014",2033410083,10467,1
"2014",2033420001,10467,1
"2014",2033420019,10467,2
"2014",2033430025,10467,2
"2014",2033430106,10467,2
"2014",2033430216,10467,1
"2014",2033430220,10467,1
"2014",2033430227,10467,1
"2014",2033460010,10467,4
"2014",2033460021,10467,1
"2014",2033470001,10467,2
"2014",2033480001,10467,1
"2014",2033480004,10467,1
"2014",2033480015,10467,1
"2014",2033480054,10467,1
"2014",2033480081,10467,1
"2014",2033490018,10467,1
"2014",2033500040,10467,1
"2014",2033510044,10467,1
"2014",2033520022,10467,1
"2014",2033520063,10467,1
"2014",2033520090,10467,1
"2014",2033550156,10467,1
"2014",2033560107,10467,1
"2014",2033560146,10467,1
"2014",2033560164,10467,2
"2014",2033560180,10467,2
"2014",2033570225,10467,2
"2014",2033570228,10467,1
"2014",2033600055,10467,1
"2014",2033710051,10470,1
"2014",2033790001,10470,1
"2014",2033970019,10470,2
"2014",2034410083,10473,1
"2014",2034480030,10473,1
"2014",2034520056,10473,1
"2014",2034530165,10473,1
"2014",2034740025,10473,3
"2014",2034960042,10473,1
"2014",2034980025,10473,1
"2014",2035230034,10473,1
"2014",2035570053,10473,1
"2014",2035950047,10473,1
"2014",2035970054,10473,1
"2014",2036000004,10473,1
"2014",2036070002,10473,5
"2014",2036230001,10473,1
"2014",2036420001,10473,1
"2014",2036420030,10473,1
"2014",2036500001,10473,1
"2014",2036530050,10473,1
"2014",2036670017,10473,1
"2014",2036780075,10473,1
"2014",2036800042,10473,1
"2014",2037140001,10472,2
"2014",2037140036,10472,1
"2014",2037140054,10472,2
"2014",2037150017,10472,8
"2014",2037150030,10472,1
"2014",2037150057,10472,1
"2014",2037160032,10472,3
"2014",2037310045,10472,1
"2014",2037330013,10472,1
"2014",2037360057,10472,2
"2014",2037360073,10472,1
"2014",2037370018,10472,1
"2014",2037390012,10472,1
"2014",2037410052,10472,1
"2014",2037410059,10472,1
"2014",2037440024,10472,1
"2014",2037440029,10472,1
"2014",2037440034,10472,1
"2014",2037440049,10472,2
"2014",2037440053,10472,1
"2014",2037470074,10472,2
"2014",2037490060,10472,1
"2014",2037490099,10472,1
"2014",2037490104,10472,1
"2014",2037490107,10472,1
"2014",2037530115,10472,1
"2014",2037530116,10472,1
"2014",2037540016,10472,1
"2014",2037570045,10472,1
"2014",2037600020,10472,2
"2014",2037600021,10472,1
"2014",2037600022,10472,1
"2014",2037600024,10472,2
"2014",2037600027,10472,1
"2014",2037620028,10472,1
"2014",2037630021,10472,1
"2014",2037640003,10472,1
"2014",2037670039,10472,1
"2014",2037670077,10472,1
"2014",2037670082,10472,1
"2014",2037700057,10472,1
"2014",2037710011,10472,1
"2014",2037710013,10472,1
"2014",2037710032,10472,1
"2014",2037710058,10472,1
"2014",2037720003,10472,2
"2014",2037720062,10472,5
"2014",2037740008,10472,1
"2014",2037740062,10472,1
"2014",2037750018,10472,1
"2014",2037750067,10472,1
"2014",2037760062,10472,1
"2014",2037760066,10472,1
"2014",2037770035,10472,4
"2014",2037780034,10472,1
"2014",2037830006,10472,1
"2014",2037830009,10472,1
"2014",2037860001,10472,1
"2014",2037930081,10472,1
"2014",2037940034,10472,1
"2014",2037940043,10472,1
"2014",2037940127,10472,1
"2014",2037970001,10472,2
"2014",2038000050,10472,1
"2014",2038010046,10472,1
"2014",2038010058,10472,1
"2014",2038060067,10472,1
"2014",2038080072,10472,1
"2014",2038090032,10472,1
"2014",2038090033,10472,1
"2014",2038090050,10472,2
"2014",2038120026,10462,1
"2014",2038160010,10472,1
"2014",2038160022,10472,1
"2014",2038160056,10472,1
"2014",2038160076,10472,1
"2014",2038630040,10472,1
"2014",2038660001,10472,1
"2014",2038670014,10472,1
"2014",2038730007,10472,2
"2014",2038730060,10472,1
"2014",2038730061,10472,1
"2014",2038740063,10472,1
"2014",2038760025,10472,1
"2014",2038860002,10472,1
"2014",2038900011,10472,1
"2014",2038920001,10472,1
"2014",2038960049,10460,1
"2014",2039000039,10460,1
"2014",2039020024,10460,1
"2014",2039060055,10460,1
"2014",2039080042,10460,1
"2014",2039090018,10460,1
"2014",2039090081,10460,1
"2014",2039140008,10460,1
"2014",2039170028,10460,1
"2014",2039170049,10460,1
"2014",2039320049,10462,1
"2014",2039370053,10462,1
"2014",2039377501,10462,1
"2014",2039387501,10462,2
"2014",2039447501,10462,1
"2014",2039730045,10461,1
"2014",2039750004,10462,7
"2014",2039870008,10461,1
"2014",2039870062,10461,1
"2014",2039950005,10462,1
"2014",2040000054,10461,4
"2014",2040030001,10460,1
"2014",2040160009,10460,1
"2014",2040190049,10460,1
"2014",2040200019,10460,1
"2014",2040210111,10460,1
"2014",2040220002,10460,2
"2014",2040240002,10460,1
"2014",2040270001,10460,1
"2014",2040270008,10460,2
"2014",2040270009,10460,1
"2014",2040270032,10460,1
"2014",2040270034,10460,1
"2014",2040270035,10460,1
"2014",2040330005,10462,1
"2014",2040470025,10462,1
"2014",2040480071,10462,2
"2014",2040530012,10462,1
"2014",2040550004,10462,1
"2014",2040710002,10461,1
"2014",2040720005,10461,1
"2014",2040970033,10462,1
"2014",2041250030,10462,1
"2014",2041250033,10462,3
"2014",2041280056,10462,1
"2014",2041310058,10461,1
"2014",2041310136,10461,1
"2014",2041320014,10461,1
"2014",2041540001,10461,1
"2014",2041580001,10461,1
"2014",2041700046,10461,1
"2014",2041940032,10461,1
"2014",2042000052,10461,1
"2014",2042050050,10461,1
"2014",2042350128,10461,1
"2014",2042460020,10461,2
"2014",2042530072,10462,2
"2014",2042530080,10462,1
"2014",2042530084,10462,1
"2014",2042610005,10462,1
"2014",2042620064,10462,1
"2014",2042660019,10462,1
"2014",2042840020,10462,1
"2014",2042847501,10462,1
"2014",2042860004,10462,1
"2014",2042860022,10462,2
"2014",2042860040,10462,1
"2014",2042880045,10462,2
"2014",2042890020,10462,1
"2014",2042910024,10462,37
"2014",2042920001,10462,1
"2014",2042920024,10462,7
"2014",2042930001,10462,1
"2014",2042930004,10462,1
"2014",2042970020,10462,1
"2014",2043010028,10462,2
"2014",2043170001,10462,2
"2014",2043170033,10462,1
"2014",2043170046,10462,2
"2014",2043170092,10462,2
"2014",2043180001,10462,1
"2014",2043180030,10462,5
"2014",2043190010,10462,1
"2014",2043190045,10462,2
"2014",2043190050,10462,1
"2014",2043200022,10462,1
"2014",2043200058,10462,1
"2014",2043210042,10462,5
"2014",2043220010,10462,7
"2014",2043227501,10462,1
"2014",2043230018,10462,1
"2014",2043240027,10462,1
"2014",2043400014,10467,1
"2014",2043400078,10467,1
"2014",2043430005,10467,1
"2014",2043450005,10467,1
"2014",2043650064,10469,1
"2014",2043890026,10469,1
"2014",2043890032,10469,1
"2014",2043890040,10469,2
"2014",2043900008,10469,1
"2014",2043920001,10469,1
"2014",2043920042,10469,1
"2014",2043930001,10469,1
"2014",2043940007,10469,2
"2014",2044240046,10467,1
"2014",2044260005,10467,1
