"Year","zip","Borough","Neighborhood","Percentage","Number"
14,10035,"MANHATTAN","EAST HARLEM","0.017930598",12160
14,10036,"MANHATTAN","CHELSEA AND CLINTON","0.022782407",13758.3333333333
14,10037,"MANHATTAN","CENTRAL HARLEM","0.039869212",3294.11764705882
14,10038,"MANHATTAN","LOWER MANHATTAN","0.006644869",5069.80891719745
14,10039,"MANHATTAN","CENTRAL HARLEM","0.039869212",3623.52941176471
14,10040,"MANHATTAN","INWOOD AND WASHINGTON HEIGHTS","0.052526105",7650
14,10065,"MANHATTAN","UPPER EAST SIDE","0.017930598",4576.92307692308
14,10075,"MANHATTAN","UPPER EAST SIDE","0.017930598",6865.38461538462
14,10128,"MANHATTAN","UPPER EAST SIDE","0.017930598",28834.6153846154
14,10162,"MANHATTAN","#N/A","#N/A",422.484076433121
14,10280,"MANHATTAN","LOWER MANHATTAN","0.006644869",0
14,10301,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.015504694",16250
14,10302,"STATEN ISLAND","PORT RICHMOND","0.009809092",6337.26114649681
14,10303,"STATEN ISLAND","PORT RICHMOND","0.009809092",11829.5541401274
14,10304,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.015504694",18750
14,10305,"STATEN ISLAND","STAPLETON AND ST. GEORGE","0.015504694",24375
14,10306,"STATEN ISLAND","SOUTH SHORE","0.017086805",33041.6666666667
14,10307,"STATEN ISLAND","SOUTH SHORE","0.017086805",3791.66666666667
14,10308,"STATEN ISLAND","SOUTH SHORE","0.017086805",11375
14,10309,"STATEN ISLAND","SOUTH SHORE","0.017086805",9750
14,10310,"STATEN ISLAND","PORT RICHMOND","0.009809092",10139.6178343949
14,10312,"STATEN ISLAND","SOUTH SHORE","0.017086805",15166.6666666667
14,10314,"STATEN ISLAND","MID ISLAND","0.006539395",23659.1082802548
14,10451,"BRONX","HIGH BRIDGE AND MORRISANIA","0.046092184",6783.05084745763
14,10452,"BRONX","HIGH BRIDGE AND MORRISANIA","0.046092184",13098.3050847458
14,10453,"BRONX","CENTRAL BRONX","0.051471364",14499.2307692308
14,10454,"BRONX","HUNTS POINT AND MOTT HAVEN","0.033013395",6225.8064516129
14,10455,"BRONX","HUNTS POINT AND MOTT HAVEN","0.033013395",11517.7419354839
14,10456,"BRONX","HIGH BRIDGE AND MORRISANIA","0.046092184",25728.813559322
14,10457,"BRONX","CENTRAL BRONX","0.051471364",19966.1538461538
14,10458,"BRONX","BRONX PARK AND FORDHAM","0.053475372",33405.7142857143
14,10459,"BRONX","HUNTS POINT AND MOTT HAVEN","0.033013395",16187.0967741935
14,10460,"BRONX","CENTRAL BRONX","0.051471364",14499.2307692308
14,10461,"BRONX","SOUTHEAST BRONX","0.034279084",8248.27586206897
14,10462,"BRONX","SOUTHEAST BRONX","0.034279084",12193.1034482759
14,10463,"BRONX","KINGSBRIDGE AND RIVERDALE","0.009703618",15209.4267515924
14,10463,"MANHATTAN","KINGSBRIDGE AND RIVERDALE","0.009703618",15209.4267515924
14,10464,"BRONX","SOUTHEAST BRONX","0.034279084",6096.55172413793
14,10465,"BRONX","SOUTHEAST BRONX","0.034279084",8606.89655172414
14,10466,"BRONX","NORTHEAST BRONX","0.01771965",20769.2307692308
14,10467,"BRONX","BRONX PARK AND FORDHAM","0.053475372",24102.8571428571
14,10468,"BRONX","BRONX PARK AND FORDHAM","0.053475372",19028.5714285714
14,10469,"BRONX","NORTHEAST BRONX","0.01771965",18692.3076923077
14,10470,"BRONX","NORTHEAST BRONX","0.01771965",2596.15384615385
14,10471,"BRONX","KINGSBRIDGE AND RIVERDALE","0.009703618",5069.80891719745
14,10472,"BRONX","SOUTHEAST BRONX","0.034279084",21517.2413793103
14,10473,"BRONX","SOUTHEAST BRONX","0.034279084",9682.75862068966
14,10474,"BRONX","HUNTS POINT AND MOTT HAVEN","0.033013395",4980.64516129032
14,10475,"BRONX","NORTHEAST BRONX","0.01771965",2076.92307692308
14,11001,"QUEENS","#N/A","#N/A",844.968152866242
14,11004,"QUEENS","SOUTHEAST QUEENS","0.010125514",422.484076433121
14,11040,"QUEENS","#N/A","#N/A",844.968152866242
14,11101,"QUEENS","NORTHWEST QUEENS","0.016453961",13837.5
14,11102,"QUEENS","NORTHWEST QUEENS","0.016453961",10762.5
14,11103,"QUEENS","NORTHWEST QUEENS","0.016453961",10762.5
14,11104,"QUEENS","NORTHWEST QUEENS","0.016453961",8712.5
14,11105,"QUEENS","NORTHWEST QUEENS","0.016453961",7175
14,11106,"QUEENS","NORTHWEST QUEENS","0.016453961",7175
14,11201,"BROOKLYN","NORTHWEST BROOKLYN","0.030482017",24015.3846153846
14,11203,"BROOKLYN","FLATBUSH","0.037548782",16283.7837837838
14,11204,"BROOKLYN","BOROUGH PARK","0.011918574",6337.26114649681
14,11205,"BROOKLYN","NORTHWEST BROOKLYN","0.030482017",37738.4615384615
14,11206,"BROOKLYN","SUNSET PARK","0.042611539",40666.6666666667
14,11207,"BROOKLYN","EAST NEW YORK AND NEW LOTS","0.027634216",50121.0526315789
14,11208,"BROOKLYN","EAST NEW YORK AND NEW LOTS","0.027634216",37168.4210526316
14,11209,"BROOKLYN","SOUTHWEST BROOKLYN","0.009176247",4647.32484076433
14,11210,"BROOKLYN","FLATBUSH","0.037548782",6187.83783783784
14,11211,"BROOKLYN","GREENPOINT","0.022887881",37250
14,11212,"BROOKLYN","CENTRAL BROOKLYN","0.086277819",20039.0625
14,11213,"BROOKLYN","CENTRAL BROOKLYN","0.086277819",28054.6875
14,11214,"BROOKLYN","SOUTHWEST BROOKLYN","0.009176247",5914.77707006369
14,11215,"BROOKLYN","NORTHWEST BROOKLYN","0.030482017",52319.2307692308
14,11216,"BROOKLYN","CENTRAL BROOKLYN","0.086277819",46757.8125
14,11217,"BROOKLYN","NORTHWEST BROOKLYN","0.030482017",42026.9230769231
14,11218,"BROOKLYN","BOROUGH PARK","0.011918574",7604.71337579618
14,11219,"BROOKLYN","BOROUGH PARK","0.011918574",8449.68152866242
14,11220,"BROOKLYN","BUSHWICK AND WILLIAMSBURG","0.005484654",5914.77707006369
14,11221,"BROOKLYN","SUNSET PARK","0.042611539",106750
14,11222,"BROOKLYN","GREENPOINT","0.022887881",28445.4545454545
14,11223,"BROOKLYN","SOUTHERN BROOKLYN","0.014871849",11407.0700636943
14,11224,"BROOKLYN","SOUTHERN BROOKLYN","0.014871849",7182.22929936306
14,11225,"BROOKLYN","FLATBUSH","0.037548782",17586.4864864865
14,11226,"BROOKLYN","FLATBUSH","0.037548782",17260.8108108108
14,11228,"BROOKLYN","SOUTHWEST BROOKLYN","0.009176247",5914.77707006369
14,11229,"BROOKLYN","SOUTHERN BROOKLYN","0.014871849",10139.6178343949
14,11230,"BROOKLYN","BOROUGH PARK","0.011918574",11829.5541401274
14,11231,"BROOKLYN","NORTHWEST BROOKLYN","0.030482017",26588.4615384615
14,11232,"BROOKLYN","BUSHWICK AND WILLIAMSBURG","0.005484654",2957.38853503185
14,11233,"BROOKLYN","CENTRAL BROOKLYN","0.086277819",50320.3125
14,11234,"BROOKLYN","CANARSIE AND FLATLANDS","0.008965299",11407.0700636943
14,11235,"BROOKLYN","SOUTHERN BROOKLYN","0.014871849",10562.101910828
14,11236,"BROOKLYN","CANARSIE AND FLATLANDS","0.008965299",13519.4904458599
14,11237,"BROOKLYN","#N/A","#N/A",27461.4649681529
14,11238,"BROOKLYN","CENTRAL BROOKLYN","0.086277819",37851.5625
14,11249,"BROOKLYN","#N/A","#N/A",3802.35668789809
14,11354,"QUEENS","NORTH QUEENS","0.00769961",5492.29299363057
14,11355,"QUEENS","NORTH QUEENS","0.00769961",4224.84076433121
14,11356,"QUEENS","NORTH QUEENS","0.00769961",2112.42038216561
14,11357,"QUEENS","NORTH QUEENS","0.00769961",4224.84076433121
14,11358,"QUEENS","NORTH QUEENS","0.00769961",3379.87261146497
14,11360,"QUEENS","NORTH QUEENS","0.00769961",844.968152866242
14,11361,"QUEENS","NORTHEAST QUEENS","0.002425904",2534.90445859873
14,11362,"QUEENS","NORTHEAST QUEENS","0.002425904",2112.42038216561
14,11363,"QUEENS","NORTHEAST QUEENS","0.002425904",1267.45222929936
14,11364,"QUEENS","NORTHEAST QUEENS","0.002425904",844.968152866242
14,11365,"QUEENS","CENTRAL QUEENS","0.003269697",2957.38853503185
14,11366,"QUEENS","CENTRAL QUEENS","0.003269697",422.484076433121
14,11367,"QUEENS","CENTRAL QUEENS","0.003269697",5069.80891719745
14,11368,"QUEENS","WEST QUEENS","0.027001371",13533.3333333333
14,11369,"QUEENS","WEST QUEENS","0.027001371",5316.66666666667
14,11370,"QUEENS","WEST QUEENS","0.027001371",6283.33333333333
14,11372,"QUEENS","WEST QUEENS","0.027001371",6283.33333333333
14,11373,"QUEENS","WEST QUEENS","0.027001371",14500
14,11374,"QUEENS","WEST CENTRAL QUEENS","0.024469993",4576.92307692308
14,11375,"QUEENS","WEST CENTRAL QUEENS","0.024469993",7192.30769230769
14,11377,"QUEENS","WEST QUEENS","0.027001371",22233.3333333333
14,11378,"QUEENS","WEST QUEENS","0.027001371",15950
14,11379,"QUEENS","WEST CENTRAL QUEENS","0.024469993",14384.6153846154
14,11385,"QUEENS","WEST CENTRAL QUEENS","0.024469993",53615.3846153846
14,11411,"QUEENS","SOUTHEAST QUEENS","0.010125514",3379.87261146497
14,11412,"QUEENS","JAMAICA","0.02594663",28953.3333333333
14,11413,"QUEENS","SOUTHEAST QUEENS","0.010125514",9294.64968152866
14,11414,"QUEENS","SOUTHWEST QUEENS","0.018036072",11142.8571428571
14,11415,"QUEENS","SOUTHWEST QUEENS","0.018036072",3714.28571428571
14,11416,"QUEENS","SOUTHWEST QUEENS","0.018036072",11142.8571428571
14,11417,"QUEENS","SOUTHWEST QUEENS","0.018036072",16714.2857142857
14,11418,"QUEENS","SOUTHWEST QUEENS","0.018036072",12071.4285714286
14,11419,"QUEENS","SOUTHWEST QUEENS","0.018036072",23214.2857142857
14,11420,"QUEENS","SOUTHWEST QUEENS","0.018036072",15785.7142857143
14,11421,"QUEENS","SOUTHWEST QUEENS","0.018036072",16714.2857142857
14,11422,"QUEENS","SOUTHEAST QUEENS","0.010125514",2534.90445859873
14,11423,"QUEENS","JAMAICA","0.02594663",7406.66666666667
14,11426,"QUEENS","SOUTHEAST QUEENS","0.010125514",2957.38853503185
14,11427,"QUEENS","SOUTHEAST QUEENS","0.010125514",1267.45222929936
14,11428,"QUEENS","SOUTHEAST QUEENS","0.010125514",2534.90445859873
14,11429,"QUEENS","SOUTHEAST QUEENS","0.010125514",5492.29299363057
14,11432,"QUEENS","JAMAICA","0.02594663",16833.3333333333
14,11433,"QUEENS","JAMAICA","0.02594663",24240
14,11434,"QUEENS","JAMAICA","0.02594663",26260
14,11435,"QUEENS","JAMAICA","0.02594663",22220
14,11436,"QUEENS","JAMAICA","0.02594663",6733.33333333333
14,11691,"QUEENS","ROCKAWAYS","0.003480646",6759.74522292994
14,11692,"QUEENS","ROCKAWAYS","0.003480646",4224.84076433121
14,11693,"QUEENS","ROCKAWAYS","0.003480646",844.968152866242
14,11694,"QUEENS","ROCKAWAYS","0.003480646",4224.84076433121
